Text,Sentiment (POS/NEG/NEU)
app galat show kr rha ha,neg
refrest krne k baad bhi galat ahrha ha,neg
mere ps 3 temperature kese ahrha ha?,neu
wow zabardast yaar,pos
 yeh konsi app hain AccuWeather  wali?,neu
schools off karwa dana january main,neu
agr itni sardi hone wali hui tou?,neu
Bhai winter vacation extend honi chaiye,neu
Allah kre bacho k winter vacations extend hojayen,neu
bacho k liye afsoos horha ha,neg
sardiyan mei shadiyan bhut hoti ha,neu
achi hoti ha shadiyan yaar,pos
artificial snowfall bhi ha?,neu
indoor event ha kia yeh?,neu
mei comment krne wala tha yaha,neu
PAF museum mei ha kya?,neu
mr bean bhi hoga yaha?,neu
dubai jesa winterland ha yeh tou,neu
dubai ka tou bhut acha ha,pos
yaha ka bhi acha hoga ,pos
chinese ice latern show kaha ha?,neu
 Expo center Mai ye event hoga?,neu
yeh tou fake snowfall ha,neg
yaha maza nae ayega,neg
bekar ha winterland,neg
garmiyon mei tou flop hojaega,neg
ticket bhi bhut mehengi ha,neg
sasti ticket hogi tou log ayegy,neu
shahid maza ahjae waha,neu
joke chal rha ha yaha?,neu
yeh koi joke nae ha beta,neg
logo k sath nae khelo,neg
students and teachers k leye awaz uthaain,neu
 Koi to ye news Government ko bhejey,neu
Kyoo Dara rahe ho bhai,neg
Sindh govt bhang pi kr so rahi ha,neg
bache kese jaeynege,neu
Abhi se bura haal hai,neg
Jin ki shadiya ho gayi onka koi masla Ni,neu
masla to single logo ka hai,neg
Phir karachi walay sab apnay gharo ma bhait jaye gey,neu
Muree ki sardi tou bardasht hotay nahi,neg
Norway ki sardi ma tou jam jaana hay hum logo na,neg
Karachi walo by sary kaam chor k Ghar m Beth Jana h,neu
 Karachi walo kO wse moka chaiye,neu
bs ek br parh jae porA month ghr mei bethe gy,neu
Ye sardi bardasht nai hu rahi,neg
hum se baraf bari me kia hoga humara,neu
Enjoy karengy hum to bhaee asi sardi ko,pos
Karachi walo ko kch hogya to Pakistan barbad hojaega,neg
karachi jaan ha pakistan ki,pos
Karachi walo ko choro,neg
Karachi chalta hai to Pakistan palta hai,pos
humarii isiii sardi ma icecream ban gai ha,neu
jo ho nhi skta usay imagine kya krna,neg
Karachi main kab baraf bari hogi ?,neu
Thori se yahan pr Ho jaye sardi .,neu
yaha nae hogi sardi beta,neg
yeh karachi yaha sab dhoka khatey hain,neg
Yaha barish k baad halaat nh sambhaltay,neg
gr baraf bari hogai tou phr tou ptaa nh kia hi hoga,neg
Mar jye gy karachi ,neg
waly to first no mera hoga,neu
Light jaaygi sb se pehly us k baad gas jaaygi,neg
karachi mei tou musibaat katam he kaha hoti hain,neg
Kash m bhi aesi jaga jau,neu
Soyam hoga,neg
phr karachi walo ko murree jane ki zaroorat nhi parde ge,neu
Imagine kr ke hi Thand lgrai hai,neu
Wahan gas ki problem nhi hoge na,neu
sardi mein gas ko mout ajate hai,neg
garmi mei bijli nae hoti ha,neg
Canada or UK k log Karachi ajaein ge,neu
sb kch palo pr khushfehmi na palo,neg
Phat k 4 ho jaegi,neg
beauty ha yaar karachi mei,pos
schools on hotey hi sardi mein izafa,neu
kuxh holidays hi dety ye loog 15 jan tk,neu
1st Jan b ah jay GI dhaktay haan,neu
Yeh phir se sansani phela raha hai toofani,neg
koi management ko dikha do yeh,neu
school management pe lanat ha,neg
1st se bro tayyar hojao,neu
Allah kry bchon ki chuttiyn barh jayn,neu
sb bolo ameeeeennn,pos
  Karachi k schools aur Colleges ki vacation katam hogae?,neu
1 hafty tausi ka imkan wazeer e taleem Sindh Kal fasila kregy,neu
Sindh government tak ye news koi pohncha de,neu
yeh shahdeed sardi nae hui,neg
vacations khatam to sardi arahi hai,neu
jldi se college khul jaen tafree aayegi sardi me,pos
Exams mein sardi nahi dou,neu
ab bus snow falls ka wait kr rha,neu
Aisa hogya tou majay majay,pos
Sir is doran sardi kam hogi,neu
teeno din is ke bad sardi shuru hogi,neu
1st jan sy school on hojaegy,neu
Yr agree vacation barh jani chahiye,neu
koi faida nahii hamay to school Jana hi hy,neg
Chutiyon mei bi hojaye,neu
uni me sardi ka lutf uthayegae,pos
  Barish ka koi Imkaan nhi ha,neg
Vacations khatam honay wali hy,neu
ALLAH PAK tera shukar hai.,pos
Temperature kitna giry ga,neu
bht sary gareb log bht muskal m hn is weather ki waja sy,neg
Bhai sardi abi ai kahan ha jo ezafa hoga,neu
Meri bhi same aisy Ducks thy,neu
but sab mar gae then,neg
mery ducks to bohat enjoyment krty thy,pos
wo log apni enjoy me lgy hoty thy,pos
Ab ye na kaha jaye k ye malir ki video h,neu
karachi walo ka bhi yehi bura haal ha,neg
Kash karachi me aisa hota,neu
inko bhi aqal he par insaan ke bachon ko Nahin,neg
Airport or aas pas k ilaqon me temperature 8 degree tha,neu
t Clifton or aas pas k ilaqon me 16 degree tha,neu
"Ek hi sheher me Temperatures me itna difference,",neu
aisa sirf Karachi me hi hota hai,neu
Karachi ka mosam waqai dunya me sub se alag hai,neu
yeh kafi normal si baat ha,neu
west ky mosam alag alag hoty hain.,neu
change bhi ha kafi temperature mei,neu
"Clifton sea side per hai tou wahan ka,temperature moderate hai.",neu
temperature wali application pe rely nae krna chaiye,neg
temperature ko measure kro thermometer se,neu
yeh bhi karachi he ha,neu
Sindh hukomat ka doghla mayar hy,neg
yeh ziadti ha,neg
airport walo k sath bekar scene ha,neg
Defence waloo ko ziada temperature dia gaya Hy,neu
kal kia temperature tha?,neu
Apna Sohna Karachi,pos
 Airport side pe bht thand hoti,neu
Karachi ki khasiyat hai aik hi din main 4 mausum hoty hain,pos
log jalte hn karachi or karachi walon se..,neg
 Karachi to karachi hai yaar,neu
ye baray dil walon ka shehr ha,pos
Qudarat bhi chati hai karachi soobabanay,pos
 Surjani me b 7 degree tha,neu
Karachi koi chota sheher nahe,neg
kya bat hy hamaray karachi k,pos
Zada barish hoti hy to zada pani aata hy.,neu
Yeh fark bhi yahi mile ga,neu
karachi ha hee khubsurat shair ,pos
 Bhai karachi se chotay Mulk bhi hain,neu
200KM radius ha Karachi ka,neu
Karachi Karachi he bhae,neu
Clifton me temprature hamesha normal hota hai,neu
Air Port per tree ki waja se temperature main farak aya hoga,neu
aur koi waja nae ha bhai,neu
is waqt Karachi ka temperature 11.2 degree tak drop ho chuka hai,neu
Friday morning tak temperature 6-7 degree tak drop ho sakta hai...,neu
yeh knsa spot ha?,neu
Hamare elaqe m masjid m tilawat Quran Pak ki jarahi h,pos
Allah pak apna karam rkhy hm sab Muslims pr ameeeen,pos
Andhera kitni dair tak hoga,neu
Kya Karachi main Suraj Girhan khatam Ho Gya,neu
Dhoop nikli hui hai,neu
yar andhera to nhi howa,neu
Islamabad m b ho ga soraj girhan,neu
Video coverage show krn sir admin.,neu
kuch bhi to nhi he,neg
Temperautre kitna hoga us waqt,neu
Yrrr glasses konsy used kren dekhny k liye,neu
mene ajtak ni dekha kabi,neg
kal suba temperatura 0 ho jaye ga,neu
Kuch bhi nai ho ga aesa he rahy ga mosamm,neu
Offices jany waly apne wkt pr 7 bje hy nikln ya der se niklen??,neu
kal kitna temperature girta h..,neu
Baraf parh jaye gi bass itna btade?,neu
esa koch nahi hy jo date and time hy wesa hi hoga.,neu
Timing Kia h sooraj giran ki?,neu
Daraz wale glasses jo mngwaye h na 2 num hai betaa,neg
Mirror k zarye dekhy to??,neu
Allah K Azab Ki Nishani Hai,neg
Dekhny Kay Bajaye 2 Rakat Namaz Parhna...,pos
subha 8 bajay say 10 bajay taaaak timing hai suraj girhen ki...,neu
Bare Farig log hai,neg
Wese ek bat hai poora saal suraj ko nahi dekhenge,neu
lekin suraj girhen jab us waqt boht khujli hoti hai awam ko dekhne ki..,neu
Yeh Tw Kuch Mins ka Hota Suna Hai,neu
Ab Yeh 2 Ghnty kese Hogaa ??,neu
eclipse ka time kia ha?,neu
bhut he sardi wali morning ha,neu
Hawa ki percentage kitni hai aaj please,neu
Lowest 10 say nichay Karachi may kabhe hui nae hay,neg
BARAF BARI KAB TAK HO JAE GI,neu
COLD WAVE NE KARACHI ME APNA ASAR DIKHANA SHURU KAR DIYA HA,neu
IS WAQT KARACHI KA TEMPERATURE 12.9 DEGREE TAK DROP HO CHUKA HAI,neu
winter vacations bhi extend hojayegy?,neu
3 ya 4 degree ni hoskta kya??,neu
Kb tk rhyge cold wave?,neu
Karachi me Quetta ki hawaain chalna shuru ho gayi hain,neu
mausam aur bhi acha hogia ha,pos
bhut achi prediction ha,pos
Bhai barish or snowfall ek sath kb paregi,neu
aap sub jaante hain k 2019 ka saal Karachi k mosam k lihaz se kaafi alag raha hai.,neu
ab is saal k khatam hone me sirf 11 din reh gaye hain.,neu
Lekin in aakhri 11 dino me ye saal apni rivayat barqarar rakhega,neu
Strong Cold Wave Karachi me ane wali ha,neu
Cold Wave me dekhna ye hai k kitne or records break hote hain.,neu
Kal se Yani Saturday se Karachi me Ek baar phir Quetta ki hawaain chalna shuru ho jayengi,neu
Sunday 22 December se Karachi ka Sard hona shuru ho jayega,neu
Monday se is Cold Wave ki shiddat me mazeed izafa ho jayega,neu
is baar ye Cold Wave kaafi dino tak jaari rahegi.,neu
Kuch models kuch aur he tak bata rahe hain,neu
Jo k possible hai kyu k is saal Karachi k mosam me kaafi kuch alag ho raha hai,neu
Ab dekhna ye hai k temperatures kahan tak drop hote hain.,neu
Chalo Allah ka shukr ha,pos
Shukar Allah ka garmi tu khatam hui,pos
alag pattern se chl rha he,neu
second bbq ki tayari krlo,neu
Yahoo maza ayega,pos
COLD wave Eid Krk jana,neu
mei invite kr rha ho,neu
Hum peecha chorwana bhi nhe chaty h ajao,neu
admin Khush raho,pos
Magar Apnay kharchay par,neu
Kher hay hony do,pos
kabhi kabhi tuo hoti esi sard,neu
Picha nahi choregi asaani se.,neg
June july tak ruk jaye khana peena,neu
hamari taraf se hoga uska,neu
0 month tk k liye ajao maza ajayega jawani ka,pos
Ab ana tu ramzan guzar k Jana cold wave,neu
aj meri daughter ki birthday ha,neu
achi news ha yaar,pos
admin dil khush krdeta ha,pos
meri anniversary ha us din,neu
double mazay hain yaar,pos
dekh la phir done kar,neu
Quaid e Azam ka birthday ghr py manaye,neu
Heater Mangwalooo Apne liyay,neu
bhut he acha view ha,pos
hamari traf tou kuch nae ha esa,neg
Admin ye konsi type k clouds hain?,neu
rain ki koi update ha?,neu
ye sab kab hows apan ko pata hi nai,neu
KARACHI KI SARDI ME 3 DIN KA WAQFA ARAHA HAI,neu
SUNDAY SE EK BAAR PHIR SARDI ME IZAFA HO JAYEGA.,neu
THURSDAY FRIDAY KO KARACHI ME BAADLON KA AANA JANA LAGA RAHEGA.,neu
Karachi waley lgataar sardi brdasht nhi kr skte,neg
isliye waqfa zaroori hey,neu
sardi tou chali gae yaar,neu
is trah ki sardi hogi ya isy kaam?,neu
sardi shahid kaam ho is dafa,neu
Temperature b bta dya kare,neu
Is cold wave ne to beemar krdia hamain,neg
Nahi is se zyada cold waves nahi chahiye,neg
tabiyt sambhalna cold wave tk,neu
Yar ese news mat do,neu
Jis jis ne nahana ha naha lo,neu
Cold waves tou new couples enjoy krty hain,pos
karachi ny pheli baar single digit temperature aya ha,neu
bhut sardi wali subah thi aj,neu
bhut pasand ha muje esa weather,pos
karachi mei aj halki barish ka imkan majood ha,neu
bhut he acha weather ha,pos
Allah Pak barish farma dey,pos
Mousam howa.awsome,pos
  is waqt Karachi me Real Feel temperature 11 degree tak ha,neu
kal Subah tak Single Digit me jaa sakta hai,neu
Tuesday ko Day time me b Sardi mehsoos hogi,neu
Tez thandi Quetta ki hawaain chalti rahengi,neu
Clouds ki wajah se dhoop ki shiddat b kam hogi,neu
kuch ilaqon me drizzling wagera b ho sakti hai.,neu
drizzling wow yaar,pos
Apna tau khair hai,pos
bachon ki tension hai subha school Jana hai unhen,neg
Mosam saaf hogaya hai,pos
sardi aur bharni chaiye,neu
Khair hai nahaye ge nahi ek week,neg
Karachi me - 12/15 tak Jana chayee,neu
"snow fall bhi hona chayee,,",neu
Bezubanon ka sochlen thora,neu
kese rehte hen bezuban Janwar parinde sakht sardi main,neu
married logn k mazay hain,pos
School bund karwao na,neu
Ya bohat suhana mosam hai,pos
enjoy karna chahiye.,pos
Admin jackets ka bhi intizam karke do na phir.,neu
Hawa Bht zabardast chl rhi hai,pos
" Thandi Thandi hawa, wow",pos
Schools off hone chaie,neu
 bchon k school open hogye hain yaar,neu
Jacket lee hai tu Pehno na,neu
Achi he hawa sardi bhi lag rhe h,pos
10 JANUARY SE IS COLD WAVE KI SHIDDAT ME MAZEED IZAFA HO JAYEGA,neu
SARDI NE KARACHI ME JO WAQFA LIYA THA WO KHATAM HO RAHA HAI,neu
QUETTA KI THANDI HAWAAIN CHALNA SHURU HO GAYI HAIN,neu
Tbi bolu haath pedh thande Horahy hain..,neu
abhi itni sardi start ho gae hy to baad main Kiya hoga,neu
Phir se start hogai thandi hawain chalna,neu
Ye tou aj se he chal gai hn.,neu
koi baraber se bhi guzerta hai tou tez Hawa aati hai..,neu
abi se kulfi jam ri he,neu
Kash snow bhi hojaye,neu
snowfall mei maza ayega bhut,pos
Han abhi bike pe phat rahi hai,neg
Itni sardi hogae aik dum se,neu
Allah paak ka shukar,pos
Array yar abhi is wakt 17 horaha hy,neu
aj se hi HAWAEN START HO GAE HEN,neu
nahany ki chutti direct office jao,neu
Allah kary barish hojae,pos
thori si baraf hi par jae,pos
barf anay k baad tou maza dobala hojaega,pos
aaj nahaliya jummah tak free hokar ghumo ab,neu
Matlab kal double sweater,neu
Warna nito winterland Jana prega,neu
kal thand hogi?,neu
", kal se cold wave start ho jayegi,",neu
jo k ahista ahista shiddat ikhtiyar karegi,neu
9 ya 10 January se Severe Cold Wave me tabdeel ho jayegi..,neu
tahnddi hawaen to abhi start hochuki hain,neu
Kb start hogi cold waves,neu
theek kehrahi hn Abhi se chal gai thandi hawa,neu
"kal se cold wave start ho jayegi,",neu
Aby any to do pehly itna bar bar bolo gy to nazar lag jygi,neu
Ramzan-ul-Mubarak tak weather coldest hi ho jayee,neu
tou bhut ziada acha hojaega,pos
Thandi hawa tou aj sey hi chlna shuru hgae he,neu
wrong update detey ho,neg
do din say Ac chal rahe hai bhaii.,neu
Bhai barish to nahi honi,neg
Bro ya malir mein baraf bari k imkanat hain ?,neu
Iss se b ziada khtarnaak hogi kia?,neu
Chalo ji waves start hogain hain,neu
Sardi Ne Apna Rang Dikhna Start kardiya,neu
acha rang dekhaya ha sardi ney,pos
akhri akhri KHi ki sardee deykhlogi tm InshaAllah,pos
yr yeh date din ba din agay jaa rhi ha,neu
yr apki shadi thand lek arhi hai,neu
Bhai school off krwana is dafa,neu
11 se new system sindh me inter hogya kia,neu
5 din sy kia hoga bhai?,neu
barish kaha reh gae ?,neu
tuesday ka wait ha hamay,neu
aur koi prediction ha?,neu
paisey bach jaegy murree ke,neu
wait kro aur enjoy kro,pos
jo mosam abhi haina ye khtm hojye bs,neg
Thandi Hawa start h chuki hai Clifton ma,neu
ab tou kachra jala ke gharam krna parega,neu
koi sign nae ha rain ka phase 8 mei,neg
PR yahan to nai horhi,neg
NORTH KARACHI MAIN SuBHA 6.30AM PE. Barish hoi thi,neu
Kaha hogye itni tez barish,neu
gulshan me to aese hui k zameen tk geeli naa hui,neg
Baldia me to barish ka name be nahi hai,neg
Hamary 5 star ki taraf kub ho gi,neu
F.b.area aany me badlo ko kya problem hy.,neg
AAJ HOGI HADEED MAIN TAZZ RAIN,neu
Kis time ho rhi thi ye barish,neu
Kab hoi yaha to nhi hoi,neg
"  Surjani may Fajir k time tez barish, wow",pos
 Barish k baad subah ka manzaar acha ha,pos
 7 bje hue thi 5 mint k liye,neu
but f.b area may nahi hui,neg
Maymar me bhot teez huwi hy,neu
lush push barish ha ,pos
Karachi me Barish k imkan b shuru ho gaya hai.,neu
Offices or Schools ki chhutti ho sakti hai,neu
  barish ka high chance Wednesday late night se ha,neu
ab kch b hojaie kal b chutti pakki,neu
son already chutti kr chuky hn,neu
Allah apko hmesha khush rkhy,pos
ap py kbi mushkilAat na aien .,pos
ap k sari prob Allah g  solve krdyn.,pos
calculation hogi per thori thori kahin kahin,neu
humari to abh paki chuti,neu
abh mosam k badlne ka farak hum py nai parta,neg
Papers hain bacho k.off na hoo,neu
dua kro barish hoti rhe fri tk.,neu
phr tou bas chuti he chuti ,neu
Yh to kal raat hi malom hoga kitni barish hoti h,neu
Allah aapko khushiyon se bharpur zindagi de Ameen,pos
Allah kre paper cancel hojaye,neu
 PAPERS DELAY HOGAE,neg
barish mein jana bada risk ha,neg
Baadal apna rasta hi badal laitay hain,neu
koi prediction poori nhi hui,neg
Kya khoob updates hn,pos
apki calculation uper nichy hoi na to acha nai hoga,neg
jese jese waqt kareeb ara hai rain ka time kam hogia ha ,neg
Phir me office nhi jaonga,neu
Inshallah zarur hogi chutiiiii,pos
ye chutti ka dilasa dy k kr topi nai ghumana,neu
aunty ki flight Wednesday wali night ki hay?,neu
Allah rehmat wali barish ata farmaey,pos
aur koi chances nae hain yaha,neg
achy din ane waly hain,pos
12 December ko is saal ki ek or bari cheez ho sakti ha,neu
aisa ho jata hai tau ye b ek record hoga,neu
Kyu k December k Shuru k 15 dino me itna kam Day temperature hona bht bari baat hai,neu
mei apney bachey ko field trip pe bhejdo ?,neu
Bus ya bata do kal chutti karni ha kay nhi?,neu
tou hum aap logon ko batana chahte hain k aisa kuch nahin hai.,neg
Karachi me Heavy Rainfall k chances sirf 20%-25% hain?,neu
Karachi me Heavy Rainfall k bht ache chances hain,pos
in shaa Allah Karachi me Tez barish or Garaj chamak b hogi...,pos
admin wasa ya rain ho ge kiss time pa,neu
wait nae horha is weather ka,neu
Allah gareeboon pr reham farma,pos
remat ki barish de ameen,pos
Rehmat wali barish naseeb ho ameen,pos
Allah pak is barish ko hamare lie rehmet bana de,pos
Halki barish ka imkan he 12 ko?,neu
Karachi mai Light Rain hogi,neu
Tezz barish nai hogi,neg
pateelay me khana tou nhe khaya tumne kabhee ?,neu
Pore Karachi me ya kisi kisi ilaqe mei?,neu
ALLAH BHT tez barish se bachae karachi ko,pos
na hi ho to bhtr hai,neu
weather beshak barish Wala rahey,neu
Urdu me update diya kro Bhai,neu
 me nhe aongi shadi me .,neg
yeh news ney tou dara dia yr,neg
Hamesha Karachi ka he batana hota he,neu
yeh karachi ke weather ka page ha?,neu
Are bhai urdu me bataye na,neu
Sub se achi baat hai ye thand enjoy karne wali hai,pos
Singles ko tarpanay wala mausam,neg
yaha b drizzling horhi thy subha me,neu
mosam bht pyara h thnda thnda,pos
Landhi me halki barish hoi hi,neu
Airport tez barish hui hy fajar me,neu
Beautiful weather MashaAllah,pos
Bhai Saturday ko hawa kesa rahe hai,neu
tw ne kaha tha barish hogi,neu
magar yaha tou kuch nae ha,neg
Aj b thanda mousam tha,neu
"kal bhi hoga esa mausam, wow",pos
abhi hi tezz hawaien chal rahi hain,neu
Aj fajar se pehly halki barish b hui h,neu
bhut he achi news ha,pos
alamgir hotel kaha ha?,neu
bahadurabad pe ha,neu
Its cloudy ryt now,neu
Arabian Sea me ek sath 02 tropical systems ban chuke hain.,neu
Pehla 06A or dusra 07A,neu
Normally December k mahinay me Arabian Sea me Tropical systems nahin bante,neg
Lekin is saal ek sath 02 tropical systems ban chuke hain,neu
Ye Allah Pak ki shaan hai,pos
hawaaon ki raftar mamool se thori Tez ho jayeg,neu
Aasman pe baadlon ka aana jana laga rahega,neu
"Dhoop ki shiddat kam hogi jiski wajah se Day temperature ziada nahin barhega,",neu
Wao wedding sardi sath sath,pos
hamay tou pyaar hogia ha is weather sey,pos
outclass weather ha,pos
Jaldi tu bus garmio main uthty hain,neu
sardiyon mei utha nae jata,neg
dil he nae hota ajeeb uthney ko,neg
Meri toh jacket  tak na nikli,neg
thand mei office jana parta ha,neu
sardio mai zukam se bachne ka tarika bhi bata do,neu
Allah ka shukar buht thaand hai,pos
hum bemar paray hai,neg
bhut thand thi bhai,neu
updates k lye hamara whtsapp group join kre,neu
Bs snow bhi hojye khi maii,neu
December shuru hote hi Karachi ka temperature girna shuru ho gaya ha,neu
Kal raat ko is waqt Karachi ka temperature 17.4 degree tha,neu
11-12 degree tak drop ho sakta ha,neu
ocho jab start aisa hai tau agay kya hoga.,neu
acha he hoga inshallah,pos
Bhai to esa Kiun show ho raha hai phir,neu
mazay ahrhy hain lol,pos
kuch zada hi hogaya,neu
OMG waki aj bht thand hy,neu
yar darao nae yaar,neg
Sardi ati hi weekend py ha,neu
Yes bhut thand hai shukeralhamdulillah,pos
zabardast sardi ka maza ana chahiya,pos
Ap log ny suraj gheran ka kha tha,neu
hum se kaafi log puch rahe hain k is saal December ka mosam kesa rahega?,neu
Siberian Winds ki shiddat b is saal December me ziada hogi,neu
jiski wajah se Sardi ziada mehsoos hogi,neu
Or Strong Cold Waves ka imkan b mojood rahega,neu
yeh mera birthday month ha,neu
Baraf Baari ki de hi do is baar khushkhabri,pos
kis tarah enjoy krna chajiye tha??,neu
Ek to Tm daraty he rehty ho,neg
December kasa ha ya batao,neu
Ab time pichy arha hy next November ma shoro ma,neu
isme November ka ramadan se kia link hai,neu
wo tw sbko pta hai har sal ramadan 10 ya 11 din pechy jaty hyn.,neu
ab 2020 me ramadan 25 ya 26 april se hongy.,neu
ramadan aik khubsurat mahina ha,pos
assa na ho k December mae Aam khaney ko milain.,neu
ALLAH SUB JAANTA HAI,pos
waqt ka koi pata nhi hota,neg
hamay to kal bhe milay na milay,neu
Kiyun aisa kiya hony wala h,neu
Sardi hogae Yh Nahin,neu
december mei kia scene ha?,neu
Insha Allah hr saal miley gi.....,pos
december ki update dedo,neu
barish kab hogi?,neu
biryani khani ha muje,neu
bhut achi ha biryani yaha ki,pos
meine tou kal he biryani khai thi beta,neu
Allah Pak k karam se is saal November ka mosam kaafi behter raha,pos
Warna tau November b Karachi me garmi me hi guzarta tha...,neu
Aaj November ka aakhri din hai,neu
ye jo picture aap dekh rahe hain is picture me chaand k sath stars nahin balkay Planets hain,neu
Jee han aaj shaam Karachi k aasman pe Chand k sath Saturn tha,neu
aj late night Uranus or Neptune b nazar ayenge.,neu
Jab k Mercury or Mars b Kal din me Karachi k aasman pe mojood honge,neu
Lekin Sooraj ki roshni ki wajah se nazar nahin ayenge.,neg
bhut he acha manzar tha,pos
itna asan capture krna,pos
meine pichley saal bhi kia tha yeh,neu
aj ki evening bhut mast thi,pos
aam stars se ziada chamak hy,pos
magrib sy phely manzar dekhna ap,neu
Aj dubai mein bhi nazar arahy thy,neu
isi tarhan chand kay sath yeh planets they?,neu
llah pak sabki khair rakhy aamin,pos
hamen to pata hi nhi chala miss ho gye ye scene,neu
Kitne bajay nazar ayen gay,neu
Abi sirf ek star ziyda shinning kar rah hai bas,neu
star kafi acha shine kr rhy hain,pos
wah yar nice stars,pos
" Karachi ka aasman itna saaf hogaya, nice ",pos
wow asman dekho khali ,pos
meine nae dekha ,neg
meine tou dua bhi ki thi,pos
jupiter and saturn ka big fan hu mei,neu
 Kiya ESA hoskta k itne planets nazar aye?,neu
" Is century mein sub hi cheezien dekhne ko mil gai hain, wow",pos
Allah sab k sath behter krtey hain,pos
"Sab choro,charas konsa lagaya hai?",neu
Mujhe b dikhe or kafi din se dikh rahe hain,neu
Achaaaaa me to star samji,neu
Mai star smji thee,neu
hum ye he dekh rhe the na,neu
jb humne dekha tha tb kya tha,neu
Mai ny dhka tha chand k sath,neu
Waja ye kiu nazar arae hain,neu
Yeh chand k saath ziyadti ha,neg
usko bhi planet hona cahiyay tha aik.....,neu
venus tou magrib k time nazar ata ha,neu
Jupiter mein kuch problems hein,neg
leaking issues bta rhy NASA waly,neg
minus mei temperature hojae tou on scene ha,pos
full enjoyment ha phr tou,pos
Karachi me Sardi ka baqaida aaghaz ho chuka hai,neu
Normally har saal Karachi me 10-15 December k baad Sardi ka baqaida aaghaz hota ha,neu
Lekin is saal December shuru hone se pehle hi Winter season shuru ho gaya ha,neu
Is winter season me single digit tk temperature jae ga?,neu
Kia k lye MashaAllah jldi jye sardi,neu
Aaj Karachi ka temperature 15 degree tak gir gaya. ,neu
"Or kal se yani 29 November se Karachi me Winter Season ka baqaida aaghaz ho jayega, in shaa Allah.",pos
kal se yani 26 November se Karachi me hawaaon ki raftar Tez ho jayegi,neu
29 November se Karachi me Winter season ka baqaida aaghaz ho jayega,neu
 05 December se Karachi me intihayi Tez chalegi,neu
Thandi Siberian Winds chalne ka imkan ha,neu
iski wajah se Sardi kaafi ziada mehsoos hogi...,neu
bhut shukriya update k liye,pos
in ki shadi ni hoi unkoo kitni sardi mehsoos hoge,neu
asli footage kaha ha?,neu
Hayeee karachi walon ny tw dewana hojana hai,pos
Karachi k gundy naly jum jain gy,neg
Maza hi ajaye agr Karachi mn snow falling hojaye to,pos
Ye kitna temperature hoga,neu
Allah na kre k aesi sardi ho Karachi me,neu
Apne sth un gareeb logo ka bhe sochain,neu
jin k pas na ghr h na bistr h,neg
ALLAH apne bando ko janta hai ,pos
tbhe zada sardi hone nh dyta,neu
garm kambal or ghr k bina ak rat guzar kr dekho phr pta chale,neu
Bathroom Ki Tension Hai BS,neu
dekhna main khoobsurat laga hai,pos
Karachi wale bare nazuq hain,neu
nahi seh paenge esa weather.,neg
Kia agly 100 years ma aisa sardi Ho skti ha karachi ma..?,neu
ALLAH PAK KARACHI KO ITNA KHOBSORAT BANA DEN,pos
bas yehi dua ha meri,pos
Karachi waley bardasht nhi kar sakte itni sardi,neg
Karachi waly enjoy Karen ge,pos
Karachi wale sab se zada enjoy karenge weather ko,pos
karachi me esa hojae twww maza hi ajae,pos
Nahany ka 10 bar sochega bnda,neu
Ye video dekh k hi sardi lag rahi hy,neu
wow amazing weather yaar,pos
karachi wale kabih itni thand bardasht nhi karenge.,neg
Hojaye to awesome hi hojaye,pos
Souchna kia hai sab baraf jama kr k garmiyon me usse pani banaye gy.,neu
Mar jaenge ,neg
qk yahan or foreign countries ka koi comparison nhi,neu
tera kiaaa hogaaaaaa yahan,neu
Kash ek baat aisa mausam hojaye,neu
e pipe se jo pani niklte hi baraf bn rha he,neu
tu ye pipe me hi q barf ni bn rha.,neg
wow mei tou enjoy kr rha ho,pos
karachi mei quetta ki hawaein chalna hogae,neu
quetta ki hawaein tou mast hoti hain,pos
muje snowfall bhut pasand ha,pos
 Kye ye 30 november tk sard hawaen chalti raahegi ?,neu
 YE QAYAMAT KI NISHANIYAN HAIN?,neu
Samjhtyy Tw sub Hy ..,neu
lekin smjta koi nae,neg
ALLAH hum sbko hidayat de ,pos
quetta mei kal sey barish ha,neu
Eman pe mehnat kren n khouf e khuda kren,neg
o nishani ha wo to arahi ha,neu
but hum tyyar ha hisab k leay?,neu
Qayamat ki nishani mn sy 1 nishani hy k arab mn sabza huga,neu
AbAy bhai jab barish ata hai tu pani ata ha,neu
agaye tu samjh gaye hogaye,neu
barish tou kab sy horae ha waha,neu
Quetta me Thursday or Friday ko barish ka imkan hai,neu
iski wajah se Quetta ki Sardi me mazeed izafa ho jayega,neu
Karachi me Friday night se Quetta ki hawaain chalna shuru ho jayengi,neu
Saturday 23 November se Karachi ka mosam Sard hona shuru ho jayega.,neu
jo k kaafi dino tak rahega,neu
inshallah bhut acha ha,pos
winter rock kr rha ha,pos
yeh tou shocking tha ,neu
normal wali sardi kb aye g k sb enjoy kr sken,neu
Karachi me mosam cold kab tak hoga?,neu
 Abb 4days bad wapis sardi to nhi jahay gee?,neu
Sardi b tarsa tarsa k milrhi h 2 din thand 3 din grmi,neg
shukar ha wapis ahgae,pos
Bs jldi khatm ho yh sardiya,neu
sae trah likho urdu,neu
Inshallah maza ayega,pos
Sardi ka apna maza hai,pos
Allah jo b krte hain hum sb ky lye acha krtey hain,pos
hamesha Allah ka shukr ada krna chaeyeh,pos
